""
""
TRATAMENTO DA RETRAÃ‡ÃƒO CICATRICIAL DOS DEDOS,,,,,HCO,HSO,REF,,,MEMBROS INFERIORES,"SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ALONGAMENTO,,,,,HCO,HSO,REF,,,MÃšSCULOS E FASCIAS,"SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DE MÃšSCULO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MÃšSCULOS E FASCIAS,"SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DESBRIDAMENTO CIRÃšRGICO DE FERIDAS OU EXTREMIDADES,,,,,HCO,HSO,REF,,,MÃšSCULOS E FASCIAS,"SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DESINSERÃ‡ÃƒO OU MIOTOMIA,,,,,HCO,HSO,REF,,,MÃšSCULOS E FASCIAS,"SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DISSECÃ‡ÃƒO MUSCULAR,,,,,HCO,HSO,REF,,,MÃšSCULOS E FASCIAS,"SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
DRENAGEM CIRÃšRGICA DO PSOAS,,,,,HCO,HSO,REF,,,MÃšSCULOS E FASCIAS,"SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
FASCIOTOMIA,,,,,HCO,HSO,REF,,,MÃšSCULOS E FASCIAS,"SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
MIORRAFIAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MÃšSCULOS E FASCIAS,"SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRANSPOSIÃ‡ÃƒO MUSCULAR,,,,,HCO,HSO,REF,,,MÃšSCULOS E FASCIAS,"SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ABERTURA DE BAINHA TENDINOSA - TRATAMENTO CIRÃšRGICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ALONGAMENTO DE TENDÃ•ES - TRATAMENTO CRUENTO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"BIÃ“PSIAS CIRÃšRGICAS DE TENDÃ•ES, BURSAS E SINÃ“VIAS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BURSECTOMIA - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CISTO SINOVIAL - TRATAMENTO CIRÃšRGICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
ENCURTAMENTO DE TENDÃƒO - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
SÃ�NDROME DO CANAL CARPIANO - TRATAMENTO CRUENTO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
SINOVECTOMIA - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENOARTROPLASTIA PARA OSSOS DO CARPO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENODESE,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENÃ“LISE NO TÃšNEL Ã“STEO FIBROSO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENÃ“LISE/TENDONESE - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENOPLASTIA / ENXERTO DE TENDÃƒO - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENOPLASTIA DE TENDÃƒO EM OUTRAS REGIÃ•ES,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENORRAFIA,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
TENOSSINOVECTOMIA,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENOSSINOVITES ESTENOSANTES - TRATAMENTO CIRÃšRGICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENOSSINOVITES INFECCIOSAS - DRENAGEM,,,,Seg. Ambulatorial,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENOTOMIA,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRANSPOSIÃ‡ÃƒO DE TENDÃƒO - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TUMOR Ã“SSEO (RESSECÃ‡ÃƒO COM SUBSTITUIÃ‡ÃƒO),,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TUMOR Ã“SSEO (RESSECÃ‡ÃƒO E ARTRODESE),,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TUMOR Ã“SSEO (RESSECÃ‡ÃƒO E ENXERTO),,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TUMOR Ã“SSEO (RESSECÃ‡ÃƒO SEGMENTAR),,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TUMOR Ã“SSEO (RESSECÃ‡ÃƒO SIMPLES),,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TUMORES DE TENDÃƒO OU SINOVIAL - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,"TENDÃ•ES, BURSAS E SINÃ“VIAS","SISTEMA MÃšSCULO-ESQUELÃ‰TICO E
ARTICULAÃ‡Ã•ES",PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
"COLOCAÃ‡ÃƒO DE Ã“RTESE OU PRÃ“TESE TRAQUEAL, TRAQUEOBRÃ”NQUICA OU BRÃ”NQUICA, INCLUSIVE POR
VIA ENDOSCÃ“PICA",,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
FECHAMENTO DE FÃ�STULA TRÃ�QUEO-CUTÃ‚NEA,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PLASTIA DE TRAQUEOSTOMA,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PUNÃ‡ÃƒO TRAQUEAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RESSECÃ‡ÃƒO CARINAL (TRAQUEOBRÃ”NQUICA),,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RESSECÃ‡ÃƒO DE TUMOR TRAQUEAL,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RESSECÃ‡ÃƒO DE TUMOR TRAQUEAL POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRAQUEOPLASTIA,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
TRAQUEORRAFIA,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRAQUEORRAFIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRAQUEOSTOMIA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRAQUEOSTOMIA COM COLOCAÃ‡ÃƒO DE Ã“RTESE OU PRÃ“TESE TRAQUEAL OU TRAQUEOBRÃ”NQUICA,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRAQUEOSTOMIA MEDIASTINAL,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRAQUEOTOMIA OU FECHAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO CIRÃšRGICO DE FÃ�STULA TRAQUEOESOFÃ�GICA ADQUIRIDA,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TROCA DE PRÃ“TESE TRÃ�QUEO-ESOFÃ�GICA,,,,,HCO,HSO,REF,,,TRAQUÃ‰IA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BRONCOPLASTIA E/OU ARTERIOPLASTIA,,,,,HCO,HSO,REF,,,BRÃ”NQUIOS,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BRONCOPLASTIA E/OU ARTERIOPLASTIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,BRÃ”NQUIOS,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BRONCOTOMIA E/OU BRONCORRAFIA,,,,,HCO,HSO,REF,,,BRÃ”NQUIOS,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BRONCOTOMIA E/OU BRONCORRAFIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,BRÃ”NQUIOS,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
COLOCAÃ‡ÃƒO DE MOLDE BRÃ”NQUICO POR TORACOTOMIA,,,,,HCO,HSO,REF,,,BRÃ”NQUIOS,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BULECTOMIA,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BULECTOMIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CIRURGIA REDUTORA DO VOLUME PULMONAR,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CISTO PULMONAR CONGÃŠNITO - TRATAMENTO CIRÃšRGICO,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
CORREÃ‡ÃƒO DE FÃ�STULA BRONCO-PLEURAL,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
DRENAGEM TUBULAR ABERTA DE CAVIDADE PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
EMBOLECTOMIA PULMONAR,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LOBECTOMIA POR MALFORMAÃ‡ÃƒO PULMONAR,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LOBECTOMIA PULMONAR,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
LOBECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
METASTASECTOMIA PULMONAR,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
METASTASECTOMIA PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
NODULECTOMIA,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PNEUMONECTOMIA,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PNEUMONECTOMIA DE TOTALIZAÃ‡ÃƒO,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PNEUMORRAFIA,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PNEUMOSTOMIA (CAVERNOSTOMIA) COM COSTECTOMIA E ESTOMA CUTÃ‚NEO-CAVITÃ�RIO,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
POSICIONAMENTO DE AGULHAS RADIATIVAS POR TORACOTOMIA (BRAQUITERAPIA),,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
SEGMENTECTOMIA,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
SEGMENTECTOMIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PULMÃƒO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA PERCUTÃ‚NEA DE PLEURA POR AGULHA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DESCORTICAÃ‡ÃƒO PULMONAR,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
DESCORTICAÃ‡ÃƒO PULMONAR POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PLEURECTOMIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PROCEDIMENTO,"RN
(alteraÃ§Ã£o)",VIGÃŠNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÃ�TULO
PLEURECTOMIA POR VIDEOTORACOSCOPIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PLEURODESE,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PLEURODESE POR VÃ�DEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PLEUROSCOPIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PLEUROSCOPIA POR VÃ�DEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PLEUROSTOMIA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
PUNÃ‡ÃƒO PLEURAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
REPLEÃ‡ÃƒO DE CAVIDADE PLEURAL COM SOLUÃ‡ÃƒO DE ANTIBIÃ“TICO PARA TRATAMENTO DE EMPIEMA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RESSECÃ‡ÃƒO DE TUMOR DA PLEURA LOCALIZADO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RESSECÃ‡ÃƒO DE TUMOR DA PLEURA LOCALIZADO POR VÃ�DEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
RETIRADA DE DRENO TUBULAR TORÃ�CICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENDA PLEURAL,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TENDA PLEURAL POR VÃ�DEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO OPERATÃ“RIO DA HEMORRAGIA INTRAPLEURAL,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
TRATAMENTO OPERATÃ“RIO DA HEMORRAGIA INTRAPLEURAL POR VÃ�DEO,,,,,HCO,HSO,REF,,,PLEURA,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DE LINFONODOS PRÃ‰-ESCALÃŠNICOS OU DO CONFLUENTE VENOSO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DE TUMOR DO MEDIASTINO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
BIÃ“PSIA DE TUMOR DO MEDIASTINO POR VÃ�DEO,,,,,HCO,HSO,REF,,,MEDIASTINO,SISTEMA RESPIRATÃ“RIO E MEDIASTINO,PROCEDIMENTOS CIRÃšRGICOS E INVASIVOS
